8.401877e-01	8.706497e-02	2.000000e+00
3.943829e-01	4.652165e-01	2.000000e+00
7.830992e-01	1.222479e-01	2.000000e+00
7.984400e-01	1.125477e-01	2.000000e+00
9.116474e-01	4.625102e-02	2.000000e+00
1.975514e-01	8.108783e-01	2.000000e+00
3.352228e-01	5.464800e-01	2.000000e+00
7.682296e-01	1.318333e-01	2.000000e+00
2.777747e-01	6.404724e-01	2.000000e+00
5.539700e-01	2.953224e-01	2.000000e+00
4.773971e-01	3.697034e-01	2.706706e-01
6.288709e-01	2.319146e-01	2.706706e-01
3.647845e-01	5.042243e-01	2.706706e-01
5.134009e-01	3.333491e-01	2.706706e-01
9.522297e-01	2.447448e-02	2.706706e-01
9.161951e-01	4.376299e-02	2.706706e-01
6.357117e-01	2.265050e-01	2.706706e-01
7.172969e-01	1.661327e-01	2.706706e-01
1.416026e-01	9.773655e-01	2.706706e-01
6.069689e-01	2.496389e-01	2.706706e-01
1.630057e-02	2.058278e+00	3.663128e-02
2.428868e-01	7.075800e-01	3.663128e-02
1.372316e-01	9.930427e-01	3.663128e-02
8.041768e-01	1.089681e-01	3.663128e-02
1.566791e-01	9.267778e-01	3.663128e-02
4.009444e-01	4.569663e-01	3.663128e-02
1.297904e-01	1.020917e+00	3.663128e-02
1.088088e-01	1.109082e+00	3.663128e-02
9.989245e-01	5.380304e-04	3.663128e-02
2.182569e-01	7.610412e-01	3.663128e-02
5.129324e-01	3.338056e-01	4.957504e-03
8.391122e-01	8.770540e-02	4.957504e-03
6.126398e-01	2.449890e-01	4.957504e-03
2.960316e-01	6.086445e-01	4.957504e-03
6.375523e-01	2.250595e-01	4.957504e-03
5.242872e-01	3.228578e-01	4.957504e-03
4.935830e-01	3.530321e-01	4.957504e-03
9.727750e-01	1.380122e-02	4.957504e-03
2.925168e-01	6.146166e-01	4.957504e-03
7.713577e-01	1.298015e-01	4.957504e-03
5.267450e-01	3.205194e-01	6.709253e-04
7.699138e-01	1.307383e-01	6.709253e-04
4.002286e-01	4.578597e-01	6.709253e-04
8.915295e-01	5.740840e-02	6.709253e-04
2.833147e-01	6.305984e-01	6.709253e-04
3.524583e-01	5.214114e-01	6.709253e-04
8.077245e-01	1.067671e-01	6.709253e-04
9.190265e-01	4.222017e-02	6.709253e-04
6.975528e-02	1.331381e+00	6.709253e-04
9.493271e-01	2.600094e-02	6.709253e-04
5.259954e-01	3.212315e-01	9.079986e-05
8.605585e-02	1.226379e+00	9.079986e-05
1.922138e-01	8.245734e-01	9.079986e-05
6.632269e-01	2.053190e-01	9.079986e-05
8.902326e-01	5.813625e-02	9.079986e-05
3.488929e-01	5.264951e-01	9.079986e-05
6.417132e-02	1.373099e+00	9.079986e-05
2.002305e-02	1.955436e+00	9.079986e-05
4.577017e-01	3.907688e-01	9.079986e-05
6.309584e-02	1.381550e+00	9.079986e-05
2.382800e-01	7.171545e-01	1.228842e-05
9.706341e-01	1.490284e-02	1.228842e-05
9.022081e-01	5.145505e-02	1.228842e-05
8.509198e-01	8.071871e-02	1.228842e-05
2.666657e-01	6.608796e-01	1.228842e-05
5.397603e-01	3.083150e-01	1.228842e-05
3.752070e-01	4.901387e-01	1.228842e-05
7.602487e-01	1.370548e-01	1.228842e-05
5.125354e-01	3.341928e-01	1.228842e-05
6.677238e-01	2.019404e-01	1.228842e-05
5.316064e-01	3.159259e-01
3.928034e-02	1.618516e+00
4.376376e-01	4.131821e-01
9.318351e-01	3.529973e-02
9.308098e-01	3.585016e-02
7.209523e-01	1.635911e-01
2.842934e-01	6.288742e-01
7.385343e-01	1.515439e-01
6.399788e-01	2.231601e-01
3.540487e-01	5.191604e-01
6.878614e-01	1.870840e-01
1.659742e-01	8.979616e-01
4.401045e-01	4.103715e-01
8.800752e-01	6.387394e-02
8.292011e-01	9.364629e-02
3.303371e-01	5.538208e-01
2.289682e-01	7.370861e-01
8.933724e-01	5.637587e-02
3.503602e-01	5.243968e-01
6.866699e-01	1.879508e-01
9.564683e-01	2.225384e-02
5.886401e-01	2.649701e-01
6.573040e-01	2.098043e-01
8.586763e-01	7.618162e-02
4.395599e-01	4.109906e-01
9.239698e-01	3.953795e-02
3.984367e-01	4.601034e-01
8.147669e-01	1.024266e-01
6.842185e-01	1.897390e-01
9.109720e-01	4.662154e-02
4.824907e-01	3.643969e-01
2.158250e-01	7.666438e-01
9.502524e-01	2.551384e-02
9.201283e-01	4.162111e-02
1.476600e-01	9.564214e-01
8.810622e-01	6.331354e-02
6.410806e-01	2.223000e-01
4.319534e-01	4.197188e-01
6.195965e-01	2.393434e-01
2.810594e-01	6.345946e-01
7.860021e-01	1.203979e-01
3.074579e-01	5.897086e-01
4.470336e-01	4.025608e-01
2.261066e-01	7.433743e-01
1.875331e-01	8.368999e-01
2.762347e-01	6.432523e-01
5.564438e-01	2.930946e-01
4.165013e-01	4.379329e-01
1.696071e-01	8.871354e-01
9.068039e-01	4.891451e-02
1.031712e-01	1.135683e+00
1.260753e-01	1.035438e+00
4.954441e-01	3.511504e-01
7.604752e-01	1.369059e-01
9.847517e-01	7.682893e-03
9.350040e-01	3.360224e-02
6.844450e-01	1.895735e-01
3.831883e-01	4.796143e-01
7.497709e-01	1.439938e-01
3.686635e-01	4.989354e-01
2.941604e-01	6.118151e-01
2.322615e-01	7.299456e-01
5.844885e-01	2.685091e-01
2.444127e-01	7.044485e-01
1.523898e-01	9.406568e-01
7.321485e-01	1.558859e-01
1.254749e-01	1.037825e+00
7.934704e-01	1.156695e-01
1.641019e-01	9.036337e-01
7.450714e-01	1.471376e-01
7.452980e-02	1.298278e+00
9.501040e-01	2.559190e-02
5.252926e-02	1.473192e+00
5.215634e-01	3.254622e-01
1.762107e-01	8.680375e-01
2.400624e-01	7.134283e-01
7.977981e-01	1.129499e-01
7.326544e-01	1.555406e-01
6.565637e-01	2.103678e-01
9.674051e-01	1.656895e-02
6.394583e-01	2.235669e-01
7.597348e-01	1.373929e-01
9.348048e-02	1.185001e+00
1.349024e-01	1.001602e+00
5.202101e-01	3.267613e-01
7.823214e-02	1.274037e+00
6.990640e-02	1.330299e+00
2.046551e-01	7.932146e-01
4.614205e-01	3.867228e-01
8.196773e-01	9.942229e-02
5.733186e-01	2.781568e-01
7.555808e-01	1.401343e-01
5.193882e-02	1.478844e+00
1.578071e-01	9.231908e-01
9.999936e-01	3.214470e-06
2.043286e-01	7.940129e-01
8.899556e-01	5.829183e-02
1.254685e-01	1.037850e+00
9.977990e-01	1.101713e-03
5.405758e-02	1.458853e+00
8.705399e-01	6.932086e-02
7.232880e-02	1.313266e+00
4.161609e-03	2.740927e+00
9.230691e-01	4.002558e-02
5.938922e-01	2.605287e-01
1.803723e-01	8.563662e-01
1.631315e-01	9.065993e-01
3.916902e-01	4.686420e-01
9.130267e-01	4.549509e-02
8.196952e-01	9.941139e-02
3.590954e-01	5.120836e-01
5.524850e-01	2.966645e-01
5.794300e-01	2.728552e-01
4.525758e-01	3.964000e-01
6.873874e-01	1.874286e-01
9.964006e-02	1.153095e+00
5.308080e-01	3.166775e-01
7.572938e-01	1.390020e-01
3.042951e-01	5.948786e-01
9.922285e-01	3.900947e-03
5.769711e-01	2.749815e-01
8.776138e-01	6.527434e-02
7.478093e-01	1.453036e-01
6.289099e-01	2.318836e-01
3.542091e-02	1.670227e+00
7.478029e-01	1.453079e-01
8.332385e-01	9.121766e-02
9.253766e-01	3.877727e-02
